current_state,previous_state,estimate,year,current_region,previous_division
MA,KS,565,2012,Northeast,West North Central
MA,KS,373,2013,Northeast,West North Central
MA,KS,402,2014,Northeast,West North Central
MA,KS,236,2015,Northeast,West North Central
MA,KS,1021,2016,Northeast,West North Central
MA,KS,692,2017,Northeast,West North Central
MA,KS,747,2018,Northeast,West North Central
MA,KS,274,2019,Northeast,West North Central
ME,KS,56,2010,Northeast,West North Central
ME,KS,523,2011,Northeast,West North Central
ME,KS,277,2012,Northeast,West North Central
ME,KS,922,2013,Northeast,West North Central
ME,KS,161,2014,Northeast,West North Central
ME,KS,356,2015,Northeast,West North Central
ME,KS,41,2016,Northeast,West North Central
ME,KS,0,2017,Northeast,West North Central
ME,KS,67,2018,Northeast,West North Central
ME,KS,0,2019,Northeast,West North Central
NH,KS,57,2010,Northeast,West North Central
NH,KS,0,2011,Northeast,West North Central
NH,KS,102,2012,Northeast,West North Central
NH,KS,637,2013,Northeast,West North Central
NH,KS,165,2014,Northeast,West North Central
NH,KS,0,2015,Northeast,West North Central
NH,KS,317,2016,Northeast,West North Central
NH,KS,0,2017,Northeast,West North Central
NH,KS,41,2018,Northeast,West North Central
NH,KS,0,2019,Northeast,West North Central
RI,KS,0,2010,Northeast,West North Central
RI,KS,374,2011,Northeast,West North Central
RI,KS,27,2012,Northeast,West North Central
RI,KS,0,2013,Northeast,West North Central
RI,KS,153,2014,Northeast,West North Central
RI,KS,169,2015,Northeast,West North Central
RI,KS,0,2016,Northeast,West North Central
RI,KS,0,2017,Northeast,West North Central
RI,KS,0,2018,Northeast,West North Central
RI,KS,0,2019,Northeast,West North Central
VT,KS,0,2010,Northeast,West North Central
VT,KS,7,2011,Northeast,West North Central
VT,KS,0,2012,Northeast,West North Central
VT,KS,0,2013,Northeast,West North Central
VT,KS,39,2014,Northeast,West North Central
VT,KS,18,2015,Northeast,West North Central
VT,KS,0,2016,Northeast,West North Central
VT,KS,61,2017,Northeast,West North Central
VT,KS,0,2018,Northeast,West North Central
VT,KS,0,2019,Northeast,West North Central
NJ,KS,442,2010,Northeast,West North Central
NJ,KS,317,2011,Northeast,West North Central
NJ,KS,426,2012,Northeast,West North Central
NJ,KS,227,2013,Northeast,West North Central
NJ,KS,502,2014,Northeast,West North Central
NJ,KS,275,2015,Northeast,West North Central
NJ,KS,560,2016,Northeast,West North Central
NJ,KS,1250,2017,Northeast,West North Central
NJ,KS,248,2018,Northeast,West North Central
NJ,KS,480,2019,Northeast,West North Central
NY,KS,1189,2010,Northeast,West North Central
NY,KS,838,2011,Northeast,West North Central
NY,KS,1437,2012,Northeast,West North Central
NY,KS,2093,2013,Northeast,West North Central
NY,KS,1047,2014,Northeast,West North Central
NY,KS,1061,2015,Northeast,West North Central
NY,KS,479,2016,Northeast,West North Central
NY,KS,1381,2017,Northeast,West North Central
NY,KS,1262,2018,Northeast,West North Central
NY,KS,1329,2019,Northeast,West North Central
PA,KS,1426,2010,Northeast,West North Central
PA,KS,2323,2011,Northeast,West North Central
PA,KS,967,2012,Northeast,West North Central
PA,KS,713,2013,Northeast,West North Central
PA,KS,1186,2014,Northeast,West North Central
PA,KS,998,2015,Northeast,West North Central
PA,KS,1154,2016,Northeast,West North Central
PA,KS,449,2017,Northeast,West North Central
PA,KS,1065,2018,Northeast,West North Central
PA,KS,1073,2019,Northeast,West North Central
IA,KS,1520,2010,Midwest,West North Central
IA,KS,1776,2011,Midwest,West North Central
IA,KS,918,2012,Midwest,West North Central
IA,KS,3153,2013,Midwest,West North Central
IA,KS,1119,2014,Midwest,West North Central
IA,KS,1090,2015,Midwest,West North Central
IA,KS,1871,2016,Midwest,West North Central
IA,KS,2895,2017,Midwest,West North Central
IA,KS,2274,2018,Midwest,West North Central
IA,KS,1295,2019,Midwest,West North Central
MN,KS,1067,2010,Midwest,West North Central
MN,KS,606,2011,Midwest,West North Central
MN,KS,924,2012,Midwest,West North Central
MN,KS,861,2013,Midwest,West North Central
MN,KS,409,2014,Midwest,West North Central
MN,KS,1272,2015,Midwest,West North Central
MN,KS,2295,2016,Midwest,West North Central
MN,KS,669,2017,Midwest,West North Central
MN,KS,936,2018,Midwest,West North Central
MN,KS,607,2019,Midwest,West North Central
MO,KS,23427,2010,Midwest,West North Central
MO,KS,20884,2011,Midwest,West North Central
MO,KS,20218,2012,Midwest,West North Central
MO,KS,22434,2013,Midwest,West North Central
MO,KS,18850,2014,Midwest,West North Central
MO,KS,20834,2015,Midwest,West North Central
MO,KS,19812,2016,Midwest,West North Central
MO,KS,22093,2017,Midwest,West North Central
MO,KS,21037,2018,Midwest,West North Central
MO,KS,20685,2019,Midwest,West North Central
ND,KS,114,2010,Midwest,West North Central
ND,KS,75,2011,Midwest,West North Central
ND,KS,161,2012,Midwest,West North Central
ND,KS,0,2013,Midwest,West North Central
ND,KS,640,2014,Midwest,West North Central
ND,KS,84,2015,Midwest,West North Central
ND,KS,181,2016,Midwest,West North Central
ND,KS,96,2017,Midwest,West North Central
ND,KS,306,2018,Midwest,West North Central
ND,KS,292,2019,Midwest,West North Central
NE,KS,2484,2010,Midwest,West North Central
NE,KS,3040,2011,Midwest,West North Central
NE,KS,3103,2012,Midwest,West North Central
NE,KS,2677,2013,Midwest,West North Central
NE,KS,3351,2014,Midwest,West North Central
NE,KS,3294,2015,Midwest,West North Central
NE,KS,3393,2016,Midwest,West North Central
NE,KS,2337,2017,Midwest,West North Central
NE,KS,4355,2018,Midwest,West North Central
NE,KS,4054,2019,Midwest,West North Central
SD,KS,571,2010,Midwest,West North Central
SD,KS,144,2011,Midwest,West North Central
SD,KS,403,2012,Midwest,West North Central
SD,KS,489,2013,Midwest,West North Central
SD,KS,842,2014,Midwest,West North Central
SD,KS,308,2015,Midwest,West North Central
SD,KS,1123,2016,Midwest,West North Central
SD,KS,332,2017,Midwest,West North Central
SD,KS,906,2018,Midwest,West North Central
SD,KS,581,2019,Midwest,West North Central
IL,KS,1970,2010,Midwest,West North Central
IL,KS,2533,2011,Midwest,West North Central
IL,KS,2009,2012,Midwest,West North Central
IL,KS,1950,2013,Midwest,West North Central
IL,KS,2624,2014,Midwest,West North Central
IL,KS,1267,2015,Midwest,West North Central
IL,KS,2683,2016,Midwest,West North Central
IL,KS,1212,2017,Midwest,West North Central
IL,KS,2047,2018,Midwest,West North Central
IL,KS,2307,2019,Midwest,West North Central
IN,KS,1582,2010,Midwest,West North Central
IN,KS,1321,2011,Midwest,West North Central
IN,KS,1624,2012,Midwest,West North Central
IN,KS,1264,2013,Midwest,West North Central
IN,KS,868,2014,Midwest,West North Central
IN,KS,1037,2015,Midwest,West North Central
IN,KS,1520,2016,Midwest,West North Central
IN,KS,1590,2017,Midwest,West North Central
IN,KS,918,2018,Midwest,West North Central
IN,KS,1349,2019,Midwest,West North Central
MI,KS,640,2010,Midwest,West North Central
MI,KS,1148,2011,Midwest,West North Central
MI,KS,805,2012,Midwest,West North Central
MI,KS,1410,2013,Midwest,West North Central
MI,KS,1118,2014,Midwest,West North Central
MI,KS,2267,2015,Midwest,West North Central
MI,KS,669,2016,Midwest,West North Central
MI,KS,1465,2017,Midwest,West North Central
MI,KS,1825,2018,Midwest,West North Central
MI,KS,1039,2019,Midwest,West North Central
OH,KS,1016,2010,Midwest,West North Central
OH,KS,657,2011,Midwest,West North Central
OH,KS,1166,2012,Midwest,West North Central
OH,KS,1247,2013,Midwest,West North Central
OH,KS,1060,2014,Midwest,West North Central
OH,KS,1182,2015,Midwest,West North Central
OH,KS,1622,2016,Midwest,West North Central
OH,KS,2169,2017,Midwest,West North Central
OH,KS,803,2018,Midwest,West North Central
OH,KS,1318,2019,Midwest,West North Central
WI,KS,752,2010,Midwest,West North Central
WI,KS,418,2011,Midwest,West North Central
WI,KS,1160,2012,Midwest,West North Central
WI,KS,537,2013,Midwest,West North Central
WI,KS,403,2014,Midwest,West North Central
WI,KS,996,2015,Midwest,West North Central
WI,KS,401,2016,Midwest,West North Central
WI,KS,443,2017,Midwest,West North Central
WI,KS,1186,2018,Midwest,West North Central
WI,KS,1421,2019,Midwest,West North Central
AK,MN,530,2010,West,West North Central
AK,MN,593,2011,West,West North Central
AK,MN,192,2012,West,West North Central
AK,MN,111,2013,West,West North Central
AK,MN,406,2014,West,West North Central
AK,MN,1173,2015,West,West North Central
AK,MN,236,2016,West,West North Central
AK,MN,1077,2017,West,West North Central
AK,MN,586,2018,West,West North Central
AK,MN,417,2019,West,West North Central
CA,MN,5095,2010,West,West North Central
CA,MN,5687,2011,West,West North Central
CA,MN,8539,2012,West,West North Central
CA,MN,7376,2013,West,West North Central
CA,MN,9449,2014,West,West North Central
CA,MN,4887,2015,West,West North Central
CA,MN,10897,2016,West,West North Central
CA,MN,7487,2017,West,West North Central
CA,MN,6221,2018,West,West North Central
CA,MN,8951,2019,West,West North Central
HI,MN,476,2010,West,West North Central
HI,MN,933,2011,West,West North Central
HI,MN,192,2012,West,West North Central
HI,MN,911,2013,West,West North Central
HI,MN,60,2014,West,West North Central
HI,MN,733,2015,West,West North Central
HI,MN,464,2016,West,West North Central
HI,MN,97,2017,West,West North Central
HI,MN,363,2018,West,West North Central
HI,MN,500,2019,West,West North Central
OR,MN,668,2010,West,West North Central
OR,MN,1413,2011,West,West North Central
OR,MN,1792,2012,West,West North Central
OR,MN,2457,2013,West,West North Central
OR,MN,2717,2014,West,West North Central
OR,MN,2035,2015,West,West North Central
OR,MN,724,2016,West,West North Central
OR,MN,930,2017,West,West North Central
OR,MN,1693,2018,West,West North Central
OR,MN,1368,2019,West,West North Central
WA,MN,1323,2010,West,West North Central
WA,MN,1543,2011,West,West North Central
WA,MN,2703,2012,West,West North Central
WA,MN,3477,2013,West,West North Central
WA,MN,1788,2014,West,West North Central
WA,MN,3503,2015,West,West North Central
WA,MN,4153,2016,West,West North Central
WA,MN,3192,2017,West,West North Central
WA,MN,2131,2018,West,West North Central
WA,MN,2378,2019,West,West North Central
AZ,MN,5421,2010,West,West North Central
AZ,MN,3297,2011,West,West North Central
AZ,MN,8570,2012,West,West North Central
AZ,MN,5618,2013,West,West North Central
AZ,MN,4541,2014,West,West North Central
AZ,MN,8499,2015,West,West North Central
AZ,MN,5461,2016,West,West North Central
AZ,MN,7093,2017,West,West North Central
AZ,MN,6206,2018,West,West North Central
AZ,MN,5868,2019,West,West North Central
CO,MN,2878,2010,West,West North Central
CO,MN,3055,2011,West,West North Central
CO,MN,2992,2012,West,West North Central
CO,MN,3754,2013,West,West North Central
CO,MN,3673,2014,West,West North Central
CO,MN,5443,2015,West,West North Central
CO,MN,3725,2016,West,West North Central
CO,MN,4369,2017,West,West North Central
CO,MN,5208,2018,West,West North Central
CO,MN,5523,2019,West,West North Central
ID,MN,465,2010,West,West North Central
ID,MN,566,2011,West,West North Central
ID,MN,637,2012,West,West North Central
ID,MN,694,2013,West,West North Central
ID,MN,467,2014,West,West North Central
ID,MN,533,2015,West,West North Central
ID,MN,426,2016,West,West North Central
ID,MN,348,2017,West,West North Central
ID,MN,631,2018,West,West North Central
ID,MN,324,2019,West,West North Central
MT,MN,1323,2010,West,West North Central
MT,MN,969,2011,West,West North Central
MT,MN,481,2012,West,West North Central
MT,MN,931,2013,West,West North Central
MT,MN,739,2014,West,West North Central
MT,MN,633,2015,West,West North Central
MT,MN,2089,2016,West,West North Central
MT,MN,948,2017,West,West North Central
MT,MN,2505,2018,West,West North Central
MT,MN,996,2019,West,West North Central
NM,MN,179,2010,West,West North Central
NM,MN,438,2011,West,West North Central
NM,MN,284,2012,West,West North Central
NM,MN,332,2013,West,West North Central
NM,MN,577,2014,West,West North Central
NM,MN,318,2015,West,West North Central
NM,MN,811,2016,West,West North Central
NM,MN,307,2017,West,West North Central
NM,MN,641,2018,West,West North Central
NM,MN,356,2019,West,West North Central
NV,MN,805,2010,West,West North Central
NV,MN,1055,2011,West,West North Central
NV,MN,1157,2012,West,West North Central
NV,MN,406,2013,West,West North Central
NV,MN,1522,2014,West,West North Central
NV,MN,2966,2015,West,West North Central
NV,MN,1320,2016,West,West North Central
NV,MN,1687,2017,West,West North Central
NV,MN,1070,2018,West,West North Central
NV,MN,782,2019,West,West North Central
UT,MN,914,2010,West,West North Central
UT,MN,939,2011,West,West North Central
UT,MN,385,2012,West,West North Central
UT,MN,587,2013,West,West North Central
UT,MN,904,2014,West,West North Central
UT,MN,519,2015,West,West North Central
UT,MN,811,2016,West,West North Central
UT,MN,1716,2017,West,West North Central
UT,MN,531,2018,West,West North Central
UT,MN,770,2019,West,West North Central
WY,MN,218,2010,West,West North Central
WY,MN,357,2011,West,West North Central
WY,MN,290,2012,West,West North Central
WY,MN,399,2013,West,West North Central
WY,MN,173,2014,West,West North Central
WY,MN,788,2015,West,West North Central
WY,MN,473,2016,West,West North Central
WY,MN,478,2017,West,West North Central
WY,MN,59,2018,West,West North Central
WY,MN,492,2019,West,West North Central
AL,MN,386,2010,South,West North Central
AL,MN,327,2011,South,West North Central
AL,MN,752,2012,South,West North Central
AL,MN,487,2013,South,West North Central
AL,MN,264,2014,South,West North Central
AL,MN,193,2015,South,West North Central
AL,MN,122,2016,South,West North Central
AL,MN,420,2017,South,West North Central
AL,MN,915,2018,South,West North Central
AL,MN,41,2019,South,West North Central
KY,MN,930,2010,South,West North Central
KY,MN,475,2011,South,West North Central
KY,MN,605,2012,South,West North Central
KY,MN,1072,2013,South,West North Central
KY,MN,640,2014,South,West North Central
KY,MN,509,2015,South,West North Central
KY,MN,947,2016,South,West North Central
KY,MN,577,2017,South,West North Central
KY,MN,434,2018,South,West North Central
KY,MN,310,2019,South,West North Central
MS,MN,863,2010,South,West North Central
MS,MN,614,2011,South,West North Central
MS,MN,568,2012,South,West North Central
MS,MN,217,2013,South,West North Central
MS,MN,68,2014,South,West North Central
MS,MN,10,2015,South,West North Central
MS,MN,81,2016,South,West North Central
MS,MN,331,2017,South,West North Central
MS,MN,28,2018,South,West North Central
MS,MN,0,2019,South,West North Central
TN,MN,1504,2010,South,West North Central
TN,MN,445,2011,South,West North Central
TN,MN,1178,2012,South,West North Central
TN,MN,1669,2013,South,West North Central
TN,MN,962,2014,South,West North Central
TN,MN,1667,2015,South,West North Central
TN,MN,2484,2016,South,West North Central
TN,MN,978,2017,South,West North Central
TN,MN,375,2018,South,West North Central
TN,MN,1215,2019,South,West North Central
AR,MN,222,2010,South,West North Central
AR,MN,232,2011,South,West North Central
AR,MN,295,2012,South,West North Central
AR,MN,289,2013,South,West North Central
AR,MN,846,2014,South,West North Central
AR,MN,114,2015,South,West North Central
AR,MN,449,2016,South,West North Central
AR,MN,808,2017,South,West North Central
AR,MN,196,2018,South,West North Central
AR,MN,1142,2019,South,West North Central
LA,MN,569,2010,South,West North Central
LA,MN,698,2011,South,West North Central
LA,MN,330,2012,South,West North Central
LA,MN,1050,2013,South,West North Central
LA,MN,404,2014,South,West North Central
LA,MN,592,2015,South,West North Central
LA,MN,415,2016,South,West North Central
LA,MN,84,2017,South,West North Central
LA,MN,274,2018,South,West North Central
LA,MN,112,2019,South,West North Central
OK,MN,599,2010,South,West North Central
OK,MN,497,2011,South,West North Central
OK,MN,906,2012,South,West North Central
OK,MN,870,2013,South,West North Central
OK,MN,846,2014,South,West North Central
OK,MN,1015,2015,South,West North Central
OK,MN,528,2016,South,West North Central
OK,MN,1083,2017,South,West North Central
OK,MN,1167,2018,South,West North Central
OK,MN,638,2019,South,West North Central
TX,MN,6088,2010,South,West North Central
TX,MN,7691,2011,South,West North Central
TX,MN,2803,2012,South,West North Central
TX,MN,6721,2013,South,West North Central
TX,MN,6946,2014,South,West North Central
TX,MN,4956,2015,South,West North Central
TX,MN,6795,2016,South,West North Central
TX,MN,8715,2017,South,West North Central
TX,MN,7291,2018,South,West North Central
TX,MN,5949,2019,South,West North Central
DC,MN,87,2010,South,West North Central
DC,MN,409,2011,South,West North Central
DC,MN,393,2012,South,West North Central
DC,MN,0,2013,South,West North Central
DC,MN,414,2014,South,West North Central
DC,MN,545,2015,South,West North Central
DC,MN,542,2016,South,West North Central
DC,MN,436,2017,South,West North Central
DC,MN,143,2018,South,West North Central
DC,MN,278,2019,South,West North Central
DE,MN,55,2010,South,West North Central
DE,MN,201,2011,South,West North Central
DE,MN,351,2012,South,West North Central
DE,MN,204,2013,South,West North Central
DE,MN,484,2014,South,West North Central
DE,MN,81,2015,South,West North Central
DE,MN,0,2016,South,West North Central
DE,MN,45,2017,South,West North Central
DE,MN,0,2018,South,West North Central
DE,MN,0,2019,South,West North Central
FL,MN,5439,2010,South,West North Central
FL,MN,4663,2011,South,West North Central
FL,MN,5460,2012,South,West North Central
FL,MN,5576,2013,South,West North Central
FL,MN,5399,2014,South,West North Central
FL,MN,5433,2015,South,West North Central
FL,MN,6778,2016,South,West North Central
FL,MN,7614,2017,South,West North Central
FL,MN,6820,2018,South,West North Central
FL,MN,6239,2019,South,West North Central
GA,MN,1169,2010,South,West North Central
GA,MN,1808,2011,South,West North Central
GA,MN,2237,2012,South,West North Central
GA,MN,1074,2013,South,West North Central
GA,MN,1288,2014,South,West North Central
GA,MN,3078,2015,South,West North Central
GA,MN,3166,2016,South,West North Central
GA,MN,2591,2017,South,West North Central
GA,MN,1042,2018,South,West North Central
GA,MN,968,2019,South,West North Central
MD,MN,820,2010,South,West North Central
MD,MN,810,2011,South,West North Central
MD,MN,1422,2012,South,West North Central
MD,MN,953,2013,South,West North Central
MD,MN,688,2014,South,West North Central
MD,MN,638,2015,South,West North Central
MD,MN,661,2016,South,West North Central
MD,MN,731,2017,South,West North Central
MD,MN,284,2018,South,West North Central
MD,MN,542,2019,South,West North Central
NC,MN,1839,2010,South,West North Central
NC,MN,1294,2011,South,West North Central
NC,MN,1523,2012,South,West North Central
NC,MN,1969,2013,South,West North Central
NC,MN,2427,2014,South,West North Central
NC,MN,2635,2015,South,West North Central
NC,MN,1782,2016,South,West North Central
NC,MN,2769,2017,South,West North Central
NC,MN,3342,2018,South,West North Central
NC,MN,2447,2019,South,West North Central
SC,MN,818,2010,South,West North Central
SC,MN,471,2011,South,West North Central
SC,MN,757,2012,South,West North Central
SC,MN,1989,2013,South,West North Central
SC,MN,1111,2014,South,West North Central
SC,MN,987,2015,South,West North Central
SC,MN,621,2016,South,West North Central
SC,MN,870,2017,South,West North Central
SC,MN,366,2018,South,West North Central
SC,MN,685,2019,South,West North Central
VA,MN,462,2010,South,West North Central
VA,MN,834,2011,South,West North Central
VA,MN,2294,2012,South,West North Central
VA,MN,1337,2013,South,West North Central
VA,MN,3606,2014,South,West North Central
VA,MN,2788,2015,South,West North Central
VA,MN,1194,2016,South,West North Central
VA,MN,2010,2017,South,West North Central
VA,MN,1616,2018,South,West North Central
VA,MN,1033,2019,South,West North Central
WV,MN,0,2010,South,West North Central
WV,MN,0,2011,South,West North Central
WV,MN,20,2012,South,West North Central
WV,MN,232,2013,South,West North Central
WV,MN,147,2014,South,West North Central
WV,MN,371,2015,South,West North Central
WV,MN,0,2016,South,West North Central
WV,MN,161,2017,South,West North Central
WV,MN,70,2018,South,West North Central
WV,MN,433,2019,South,West North Central
CT,MN,934,2010,Northeast,West North Central
CT,MN,76,2011,Northeast,West North Central
CT,MN,605,2012,Northeast,West North Central
CT,MN,775,2013,Northeast,West North Central
CT,MN,858,2014,Northeast,West North Central
CT,MN,548,2015,Northeast,West North Central
CT,MN,780,2016,Northeast,West North Central
CT,MN,160,2017,Northeast,West North Central
CT,MN,106,2018,Northeast,West North Central
CT,MN,676,2019,Northeast,West North Central
MA,MN,2185,2010,Northeast,West North Central
MA,MN,862,2011,Northeast,West North Central
MA,MN,966,2012,Northeast,West North Central
MA,MN,739,2013,Northeast,West North Central
MA,MN,922,2014,Northeast,West North Central
MA,MN,1433,2015,Northeast,West North Central
MA,MN,561,2016,Northeast,West North Central
MA,MN,1814,2017,Northeast,West North Central
MA,MN,1578,2018,Northeast,West North Central
MA,MN,1344,2019,Northeast,West North Central
ME,MN,91,2010,Northeast,West North Central
ME,MN,296,2011,Northeast,West North Central
ME,MN,430,2012,Northeast,West North Central
ME,MN,185,2013,Northeast,West North Central
ME,MN,237,2014,Northeast,West North Central
ME,MN,25,2015,Northeast,West North Central
ME,MN,224,2016,Northeast,West North Central
ME,MN,241,2017,Northeast,West North Central
ME,MN,75,2018,Northeast,West North Central
ME,MN,0,2019,Northeast,West North Central
NH,MN,240,2010,Northeast,West North Central
NH,MN,104,2011,Northeast,West North Central
NH,MN,0,2012,Northeast,West North Central
NH,MN,36,2013,Northeast,West North Central
NH,MN,0,2014,Northeast,West North Central
NH,MN,431,2015,Northeast,West North Central
NH,MN,247,2016,Northeast,West North Central
NH,MN,43,2017,Northeast,West North Central
NH,MN,52,2018,Northeast,West North Central
NH,MN,92,2019,Northeast,West North Central
RI,MN,47,2010,Northeast,West North Central
RI,MN,27,2011,Northeast,West North Central
RI,MN,131,2012,Northeast,West North Central
RI,MN,377,2013,Northeast,West North Central
RI,MN,428,2014,Northeast,West North Central
RI,MN,58,2015,Northeast,West North Central
RI,MN,141,2016,Northeast,West North Central
RI,MN,0,2017,Northeast,West North Central
RI,MN,0,2018,Northeast,West North Central
RI,MN,0,2019,Northeast,West North Central
VT,MN,85,2010,Northeast,West North Central
VT,MN,206,2011,Northeast,West North Central
VT,MN,315,2012,Northeast,West North Central
VT,MN,9,2013,Northeast,West North Central
VT,MN,2,2014,Northeast,West North Central
VT,MN,10,2015,Northeast,West North Central
VT,MN,7,2016,Northeast,West North Central
VT,MN,75,2017,Northeast,West North Central
VT,MN,461,2018,Northeast,West North Central
VT,MN,56,2019,Northeast,West North Central
NJ,MN,322,2010,Northeast,West North Central
NJ,MN,1261,2011,Northeast,West North Central
NJ,MN,570,2012,Northeast,West North Central
NJ,MN,697,2013,Northeast,West North Central
NJ,MN,1277,2014,Northeast,West North Central
NJ,MN,715,2015,Northeast,West North Central
NJ,MN,508,2016,Northeast,West North Central
NJ,MN,894,2017,Northeast,West North Central
NJ,MN,353,2018,Northeast,West North Central
NJ,MN,98,2019,Northeast,West North Central
NY,MN,1649,2010,Northeast,West North Central
NY,MN,1824,2011,Northeast,West North Central
NY,MN,1059,2012,Northeast,West North Central
NY,MN,1209,2013,Northeast,West North Central
NY,MN,1221,2014,Northeast,West North Central
NY,MN,1876,2015,Northeast,West North Central
NY,MN,1309,2016,Northeast,West North Central
NY,MN,1973,2017,Northeast,West North Central
NY,MN,1286,2018,Northeast,West North Central
NY,MN,2237,2019,Northeast,West North Central
PA,MN,1491,2010,Northeast,West North Central
PA,MN,853,2011,Northeast,West North Central
PA,MN,1169,2012,Northeast,West North Central
PA,MN,902,2013,Northeast,West North Central
PA,MN,1521,2014,Northeast,West North Central
PA,MN,1799,2015,Northeast,West North Central
PA,MN,1557,2016,Northeast,West North Central
PA,MN,1630,2017,Northeast,West North Central
PA,MN,2019,2018,Northeast,West North Central
PA,MN,2708,2019,Northeast,West North Central
IA,MN,7564,2010,Midwest,West North Central
IA,MN,5634,2011,Midwest,West North Central
IA,MN,7505,2012,Midwest,West North Central
IA,MN,8281,2013,Midwest,West North Central
IA,MN,8933,2014,Midwest,West North Central
IA,MN,8401,2015,Midwest,West North Central
IA,MN,7633,2016,Midwest,West North Central
IA,MN,6834,2017,Midwest,West North Central
IA,MN,6286,2018,Midwest,West North Central
IA,MN,5358,2019,Midwest,West North Central
KS,MN,1562,2010,Midwest,West North Central
KS,MN,679,2011,Midwest,West North Central
KS,MN,682,2012,Midwest,West North Central
KS,MN,2294,2013,Midwest,West North Central
KS,MN,1599,2014,Midwest,West North Central
KS,MN,729,2015,Midwest,West North Central
KS,MN,1192,2016,Midwest,West North Central
KS,MN,679,2017,Midwest,West North Central
KS,MN,835,2018,Midwest,West North Central
KS,MN,2373,2019,Midwest,West North Central
MO,MN,1701,2010,Midwest,West North Central
MO,MN,2026,2011,Midwest,West North Central
MO,MN,2798,2012,Midwest,West North Central
MO,MN,2504,2013,Midwest,West North Central
MO,MN,1394,2014,Midwest,West North Central
MO,MN,2813,2015,Midwest,West North Central
MO,MN,1893,2016,Midwest,West North Central
MO,MN,1672,2017,Midwest,West North Central
MO,MN,2160,2018,Midwest,West North Central
MO,MN,1321,2019,Midwest,West North Central
ND,MN,12350,2010,Midwest,West North Central
ND,MN,12244,2011,Midwest,West North Central
ND,MN,15257,2012,Midwest,West North Central
ND,MN,15790,2013,Midwest,West North Central
ND,MN,13756,2014,Midwest,West North Central
ND,MN,13712,2015,Midwest,West North Central
ND,MN,11684,2016,Midwest,West North Central
ND,MN,13844,2017,Midwest,West North Central
ND,MN,10670,2018,Midwest,West North Central
ND,MN,13506,2019,Midwest,West North Central
NE,MN,2254,2010,Midwest,West North Central
NE,MN,1455,2011,Midwest,West North Central
NE,MN,1489,2012,Midwest,West North Central
NE,MN,772,2013,Midwest,West North Central
NE,MN,2135,2014,Midwest,West North Central
NE,MN,2156,2015,Midwest,West North Central
NE,MN,1656,2016,Midwest,West North Central
NE,MN,2713,2017,Midwest,West North Central
NE,MN,2242,2018,Midwest,West North Central
NE,MN,1615,2019,Midwest,West North Central
SD,MN,4615,2010,Midwest,West North Central
SD,MN,5342,2011,Midwest,West North Central
SD,MN,3568,2012,Midwest,West North Central
SD,MN,5375,2013,Midwest,West North Central
SD,MN,4321,2014,Midwest,West North Central
SD,MN,3878,2015,Midwest,West North Central
SD,MN,4991,2016,Midwest,West North Central
SD,MN,3510,2017,Midwest,West North Central
SD,MN,3822,2018,Midwest,West North Central
SD,MN,5777,2019,Midwest,West North Central
IL,MN,4300,2010,Midwest,West North Central
IL,MN,4496,2011,Midwest,West North Central
IL,MN,6537,2012,Midwest,West North Central
IL,MN,5643,2013,Midwest,West North Central
IL,MN,3934,2014,Midwest,West North Central
IL,MN,4832,2015,Midwest,West North Central
IL,MN,3566,2016,Midwest,West North Central
IL,MN,5286,2017,Midwest,West North Central
IL,MN,4498,2018,Midwest,West North Central
IL,MN,3930,2019,Midwest,West North Central
IN,MN,916,2010,Midwest,West North Central
IN,MN,1168,2011,Midwest,West North Central
IN,MN,1543,2012,Midwest,West North Central
IN,MN,1955,2013,Midwest,West North Central
IN,MN,834,2014,Midwest,West North Central
IN,MN,1620,2015,Midwest,West North Central
IN,MN,1989,2016,Midwest,West North Central
IN,MN,1400,2017,Midwest,West North Central
IN,MN,1345,2018,Midwest,West North Central
IN,MN,1599,2019,Midwest,West North Central
MI,MN,1275,2010,Midwest,West North Central
MI,MN,2671,2011,Midwest,West North Central
MI,MN,1127,2012,Midwest,West North Central
MI,MN,1860,2013,Midwest,West North Central
MI,MN,2002,2014,Midwest,West North Central
MI,MN,3209,2015,Midwest,West North Central
MI,MN,2661,2016,Midwest,West North Central
MI,MN,1175,2017,Midwest,West North Central
MI,MN,1195,2018,Midwest,West North Central
MI,MN,1747,2019,Midwest,West North Central
OH,MN,2298,2010,Midwest,West North Central
OH,MN,1788,2011,Midwest,West North Central
OH,MN,1122,2012,Midwest,West North Central
OH,MN,1334,2013,Midwest,West North Central
OH,MN,1631,2014,Midwest,West North Central
OH,MN,1772,2015,Midwest,West North Central
OH,MN,2793,2016,Midwest,West North Central
OH,MN,1362,2017,Midwest,West North Central
OH,MN,1405,2018,Midwest,West North Central
OH,MN,1540,2019,Midwest,West North Central
WI,MN,16741,2010,Midwest,West North Central
WI,MN,17927,2011,Midwest,West North Central
WI,MN,18965,2012,Midwest,West North Central
WI,MN,15722,2013,Midwest,West North Central
WI,MN,20758,2014,Midwest,West North Central
WI,MN,19812,2015,Midwest,West North Central
WI,MN,18036,2016,Midwest,West North Central
WI,MN,19873,2017,Midwest,West North Central
WI,MN,19632,2018,Midwest,West North Central
WI,MN,17524,2019,Midwest,West North Central
AK,MO,0,2010,West,West North Central
AK,MO,921,2011,West,West North Central
AK,MO,819,2012,West,West North Central
